aircraft_code;seat_no;fare_conditions
QVY;26A;ULTRAKAIF
QVY;26B;PREMIUM
QVY;26C;BUISNESS
QVY;26D;BUISNESS
QVY;27A;ECONOMY
QVY;27B;ECONOMY
QVY;27C;BUISNESS
QVY;27D;ECONOMY
QVY;28A;PREMIUM
QVY;28B;ADVANCE
QVY;28C;PREMIUM
QVY;28D;BASE
QVY;29A;ADVANCE
QVY;29B;PREMIUM
QVY;29C;ADVANCE
QVY;29D;BASE
QVY;30A;PREMIUM
QVY;30B;PREMIUM
QVY;30C;PREMIUM
QVY;30D;ULTRAKAIF
QVY;31A;ULTRAKAIF
QVY;31B;ULTRAKAIF
QVY;31C;ULTRAKAIF
QVY;31D;BUISNESS
QVY;32A;BASE
QVY;32B;PREMIUM
QVY;32C;ULTRAKAIF
QVY;32D;ULTRAKAIF
QVY;33A;BUISNESS
QVY;33B;ULTRAKAIF
QVY;33C;PREMIUM
QVY;33D;ADVANCE
QVY;34A;ADVANCE
QVY;34B;ECONOMY
QVY;34C;PREMIUM
QVY;34D;BASE
QVY;35A;ECONOMY
QVY;35B;ULTRAKAIF
QVY;35C;BASE
QVY;35D;BASE
QVY;36A;PREMIUM
QVY;36B;ECONOMY
QVY;36C;BUISNESS
QVY;36D;ECONOMY
QVY;37A;PREMIUM
QVY;37B;BUISNESS
QVY;37C;ECONOMY
QVY;37D;PREMIUM
QVY;38A;BASE
QVY;38B;BUISNESS
QVY;38C;PREMIUM
QVY;38D;ECONOMY
QVY;39A;BASE
QVY;39B;ULTRAKAIF
QVY;39C;ECONOMY
QVY;39D;ADVANCE
QVY;40A;ADVANCE
QVY;40B;ECONOMY
QVY;40C;ECONOMY
QVY;40D;ADVANCE
MAV;1A;BASE
MAV;1B;ADVANCE
MAV;1C;ADVANCE
MAV;1D;ADVANCE
MAV;2A;ADVANCE
MAV;2B;ECONOMY
MAV;2C;ADVANCE
MAV;2D;ULTRAKAIF
MAV;3A;ECONOMY
MAV;3B;PREMIUM
MAV;3C;ULTRAKAIF
MAV;3D;BUISNESS
MAV;4A;ECONOMY
MAV;4B;ULTRAKAIF
MAV;4C;ECONOMY
MAV;4D;BUISNESS
MAV;5A;BUISNESS
MAV;5B;BASE
MAV;5C;ADVANCE
MAV;5D;PREMIUM
MAV;6A;PREMIUM
MAV;6B;ULTRAKAIF
MAV;6C;BASE
MAV;6D;BASE
MAV;7A;BUISNESS
MAV;7B;ULTRAKAIF
MAV;7C;ULTRAKAIF
MAV;7D;ULTRAKAIF
MAV;8A;BASE
MAV;8B;PREMIUM
MAV;8C;ULTRAKAIF
MAV;8D;PREMIUM
MAV;9A;ADVANCE
MAV;9B;PREMIUM
MAV;9C;PREMIUM
MAV;9D;BUISNESS
MAV;10A;ADVANCE
MAV;10B;BUISNESS
MAV;10C;ADVANCE
MAV;10D;ECONOMY
MAV;11A;ULTRAKAIF
MAV;11B;PREMIUM
MAV;11C;ULTRAKAIF
MAV;11D;PREMIUM
MAV;12A;ADVANCE
MAV;12B;ECONOMY
MAV;12C;PREMIUM
MAV;12D;ECONOMY
MAV;13A;ULTRAKAIF
MAV;13B;PREMIUM
MAV;13C;ECONOMY
MAV;13D;BASE
MAV;14A;ADVANCE
MAV;14B;BUISNESS
MAV;14C;BASE
MAV;14D;ECONOMY
MAV;15A;ULTRAKAIF
MAV;15B;BASE
MAV;15C;BUISNESS
MAV;15D;ECONOMY
MAV;16A;BASE
MAV;16B;PREMIUM
MAV;16C;ADVANCE
MAV;16D;ULTRAKAIF
MAV;17A;BUISNESS
MAV;17B;ADVANCE
MAV;17C;BASE
MAV;17D;ECONOMY
MAV;18A;ECONOMY
MAV;18B;ULTRAKAIF
MAV;18C;ECONOMY
MAV;18D;ULTRAKAIF
MAV;19A;PREMIUM
MAV;19B;ULTRAKAIF
MAV;19C;BASE
MAV;19D;BASE
MAV;20A;BASE
MAV;20B;ECONOMY
MAV;20C;PREMIUM
MAV;20D;PREMIUM
MAV;21A;ECONOMY
MAV;21B;ULTRAKAIF
MAV;21C;BUISNESS
MAV;21D;BUISNESS
MAV;22A;ULTRAKAIF
MAV;22B;ECONOMY
MAV;22C;ADVANCE
MAV;22D;ECONOMY
MAV;23A;ULTRAKAIF
MAV;23B;ULTRAKAIF
MAV;23C;BASE
MAV;23D;BUISNESS
MAV;24A;BASE
MAV;24B;ULTRAKAIF
MAV;24C;PREMIUM
MAV;24D;PREMIUM
MAV;25A;PREMIUM
MAV;25B;ULTRAKAIF
MAV;25C;ADVANCE
MAV;25D;ADVANCE
MAV;26A;BUISNESS
MAV;26B;PREMIUM
MAV;26C;ULTRAKAIF
MAV;26D;ULTRAKAIF
MAV;27A;ULTRAKAIF
MAV;27B;BUISNESS
MAV;27C;PREMIUM
MAV;27D;BASE
MAV;28A;ECONOMY
MAV;28B;BASE
MAV;28C;ADVANCE
MAV;28D;BUISNESS
MAV;29A;BASE
MAV;29B;ADVANCE
MAV;29C;ULTRAKAIF
MAV;29D;PREMIUM
MAV;30A;PREMIUM
MAV;30B;ULTRAKAIF
MAV;30C;BASE
MAV;30D;ECONOMY
MAV;31A;ADVANCE
MAV;31B;ADVANCE
MAV;31C;ULTRAKAIF
MAV;31D;BASE
MAV;32A;ADVANCE
MAV;32B;ADVANCE
MAV;32C;ADVANCE
MAV;32D;ECONOMY
MAV;33A;BUISNESS
MAV;33B;ECONOMY
MAV;33C;PREMIUM
MAV;33D;ADVANCE
MAV;34A;BASE
MAV;34B;ECONOMY
MAV;34C;ADVANCE
MAV;34D;BASE
MAV;35A;BASE
MAV;35B;PREMIUM
MAV;35C;ADVANCE
MAV;35D;ECONOMY
MAV;36A;ADVANCE
MAV;36B;BUISNESS
MAV;36C;ADVANCE
MAV;36D;ECONOMY
MAV;37A;BASE
MAV;37B;ULTRAKAIF
MAV;37C;ULTRAKAIF
MAV;37D;ULTRAKAIF
MAV;38A;BASE
MAV;38B;ULTRAKAIF
MAV;38C;ADVANCE
MAV;38D;ADVANCE
MAV;39A;ADVANCE
MAV;39B;BASE
MAV;39C;ADVANCE
MAV;39D;ADVANCE
MAV;40A;ADVANCE
MAV;40B;ULTRAKAIF
MAV;40C;ULTRAKAIF
MAV;40D;ECONOMY
KZD;1A;ADVANCE
KZD;1B;BUISNESS
KZD;1C;ULTRAKAIF
KZD;1D;ADVANCE
KZD;2A;PREMIUM
KZD;2B;ULTRAKAIF
KZD;2C;ADVANCE
KZD;2D;PREMIUM
KZD;3A;BUISNESS
KZD;3B;BASE
KZD;3C;ULTRAKAIF
KZD;3D;ADVANCE
KZD;4A;BUISNESS
KZD;4B;ECONOMY
KZD;4C;ADVANCE
KZD;4D;ADVANCE
KZD;5A;ADVANCE
KZD;5B;ECONOMY
KZD;5C;ULTRAKAIF
KZD;5D;PREMIUM
KZD;6A;ADVANCE
KZD;6B;BASE
KZD;6C;ECONOMY
KZD;6D;ECONOMY
KZD;7A;ADVANCE
KZD;7B;ULTRAKAIF
KZD;7C;ULTRAKAIF
KZD;7D;BASE
KZD;8A;BASE
KZD;8B;BUISNESS
KZD;8C;PREMIUM
KZD;8D;BUISNESS
KZD;9A;BASE
KZD;9B;BUISNESS
KZD;9C;ECONOMY
KZD;9D;PREMIUM
KZD;10A;ECONOMY
KZD;10B;ADVANCE
KZD;10C;BUISNESS
KZD;10D;BUISNESS
KZD;11A;PREMIUM
KZD;11B;ULTRAKAIF
KZD;11C;BUISNESS
KZD;11D;ADVANCE
KZD;12A;ULTRAKAIF
KZD;12B;BASE
KZD;12C;ECONOMY
KZD;12D;BUISNESS
KZD;13A;ECONOMY
KZD;13B;PREMIUM
KZD;13C;ULTRAKAIF
KZD;13D;ULTRAKAIF
KZD;14A;ADVANCE
KZD;14B;ADVANCE
KZD;14C;ULTRAKAIF
KZD;14D;PREMIUM
KZD;15A;PREMIUM
KZD;15B;ULTRAKAIF
KZD;15C;BUISNESS
KZD;15D;BASE
KZD;16A;BASE
KZD;16B;ECONOMY
KZD;16C;PREMIUM
KZD;16D;BASE
KZD;17A;ECONOMY
KZD;17B;BASE
KZD;17C;BUISNESS
KZD;17D;ECONOMY
KZD;18A;BUISNESS
KZD;18B;PREMIUM
KZD;18C;ULTRAKAIF
KZD;18D;ECONOMY
KZD;19A;ADVANCE
KZD;19B;ULTRAKAIF
KZD;19C;BASE
KZD;19D;PREMIUM
KZD;20A;ADVANCE
KZD;20B;PREMIUM
KZD;20C;PREMIUM
KZD;20D;BUISNESS
KZD;21A;BASE
KZD;21B;BASE
KZD;21C;PREMIUM
KZD;21D;ECONOMY
KZD;22A;ECONOMY
KZD;22B;ULTRAKAIF
KZD;22C;PREMIUM
KZD;22D;PREMIUM
KZD;23A;ECONOMY
KZD;23B;ECONOMY
KZD;23C;ADVANCE
KZD;23D;ADVANCE
KZD;24A;BASE
KZD;24B;PREMIUM
KZD;24C;PREMIUM
KZD;24D;ADVANCE
KZD;25A;BUISNESS
KZD;25B;ADVANCE
KZD;25C;ECONOMY
KZD;25D;BUISNESS
KZD;26A;ADVANCE
KZD;26B;BASE
KZD;26C;BASE
KZD;26D;ULTRAKAIF
KZD;27A;PREMIUM
KZD;27B;BASE
KZD;27C;PREMIUM
KZD;27D;ECONOMY
KZD;28A;PREMIUM
KZD;28B;BUISNESS
KZD;28C;BUISNESS
KZD;28D;ADVANCE
KZD;29A;PREMIUM
KZD;29B;ADVANCE
KZD;29C;BUISNESS
KZD;29D;ADVANCE
KZD;30A;ULTRAKAIF
KZD;30B;ULTRAKAIF
KZD;30C;PREMIUM
KZD;30D;ADVANCE
KZD;31A;PREMIUM
KZD;31B;BASE
KZD;31C;ECONOMY
KZD;31D;BASE
KZD;32A;ULTRAKAIF
KZD;32B;BASE
KZD;32C;ECONOMY
KZD;32D;ULTRAKAIF
KZD;33A;PREMIUM
KZD;33B;ULTRAKAIF
KZD;33C;PREMIUM
KZD;33D;ULTRAKAIF
KZD;34A;BASE
KZD;34B;ADVANCE
KZD;34C;BASE
KZD;34D;ADVANCE
KZD;35A;PREMIUM
KZD;35B;BUISNESS
KZD;35C;ADVANCE
KZD;35D;BASE
KZD;36A;ECONOMY
KZD;36B;ECONOMY
KZD;36C;ADVANCE
KZD;36D;ULTRAKAIF
KZD;37A;ADVANCE
KZD;37B;ADVANCE
KZD;37C;ULTRAKAIF
KZD;37D;ECONOMY
KZD;38A;PREMIUM
KZD;38B;PREMIUM
KZD;38C;ADVANCE
KZD;38D;ECONOMY
KZD;39A;PREMIUM
KZD;39B;BUISNESS
KZD;39C;ECONOMY
KZD;39D;BUISNESS
KZD;40A;ADVANCE
KZD;40B;BUISNESS
KZD;40C;ULTRAKAIF
KZD;40D;ADVANCE
ACC;1A;PREMIUM
ACC;1B;BUISNESS
ACC;1C;BASE
ACC;1D;ECONOMY
ACC;2A;BUISNESS
ACC;2B;ECONOMY
ACC;2C;BASE
ACC;2D;BASE
ACC;3A;BASE
ACC;3B;ECONOMY
ACC;3C;BUISNESS
ACC;3D;BUISNESS
ACC;4A;ADVANCE
ACC;4B;PREMIUM
ACC;4C;BASE
ACC;4D;ECONOMY
ACC;5A;PREMIUM
ACC;5B;ECONOMY
ACC;5C;ADVANCE
ACC;5D;BUISNESS
ACC;6A;ADVANCE
ACC;6B;ULTRAKAIF
ACC;6C;BUISNESS
ACC;6D;ECONOMY
ACC;7A;BASE
ACC;7B;ADVANCE
ACC;7C;PREMIUM
ACC;7D;BASE
ACC;8A;BASE
ACC;8B;ULTRAKAIF
ACC;8C;ULTRAKAIF
ACC;8D;PREMIUM
ACC;9A;ULTRAKAIF
ACC;9B;ADVANCE
ACC;9C;PREMIUM
ACC;9D;ECONOMY
ACC;10A;ECONOMY
ACC;10B;BASE
ACC;10C;PREMIUM
ACC;10D;ECONOMY
ACC;11A;ECONOMY
ACC;11B;ECONOMY
ACC;11C;BUISNESS
ACC;11D;BASE
ACC;12A;PREMIUM
ACC;12B;ECONOMY
ACC;12C;ULTRAKAIF
ACC;12D;PREMIUM
ACC;13A;ECONOMY
ACC;13B;BUISNESS
ACC;13C;ECONOMY
ACC;13D;ADVANCE
ACC;14A;ADVANCE
ACC;14B;ADVANCE
ACC;14C;BASE
ACC;14D;ECONOMY
ACC;15A;BUISNESS
ACC;15B;BASE
ACC;15C;ULTRAKAIF
ACC;15D;ULTRAKAIF
ACC;16A;BUISNESS
ACC;16B;ULTRAKAIF
ACC;16C;ULTRAKAIF
ACC;16D;ADVANCE
ACC;17A;PREMIUM
ACC;17B;BUISNESS
ACC;17C;PREMIUM
ACC;17D;BUISNESS
ACC;18A;BUISNESS
ACC;18B;ULTRAKAIF
ACC;18C;PREMIUM
ACC;18D;ADVANCE
ACC;19A;BASE
ACC;19B;ECONOMY
ACC;19C;ADVANCE
ACC;19D;PREMIUM
ACC;20A;BUISNESS
ACC;20B;ULTRAKAIF
ACC;20C;ULTRAKAIF
ACC;20D;ULTRAKAIF
ACC;21A;ECONOMY
ACC;21B;ECONOMY
ACC;21C;ULTRAKAIF
ACC;21D;BASE
ACC;22A;BUISNESS
ACC;22B;ECONOMY
ACC;22C;ECONOMY
ACC;22D;BUISNESS
ACC;23A;PREMIUM
ACC;23B;ECONOMY
ACC;23C;BASE
ACC;23D;BUISNESS
ACC;24A;PREMIUM
ACC;24B;ECONOMY
ACC;24C;BUISNESS
ACC;24D;PREMIUM
ACC;25A;ULTRAKAIF
ACC;25B;BUISNESS
ACC;25C;BUISNESS
ACC;25D;BASE
ACC;26A;ADVANCE
ACC;26B;ADVANCE
ACC;26C;ULTRAKAIF
ACC;26D;BASE
ACC;27A;ECONOMY
ACC;27B;ECONOMY
ACC;27C;PREMIUM
ACC;27D;BASE
ACC;28A;PREMIUM
ACC;28B;BASE
ACC;28C;BUISNESS
ACC;28D;PREMIUM
ACC;29A;ULTRAKAIF
ACC;29B;ADVANCE
ACC;29C;ADVANCE
ACC;29D;ECONOMY
ACC;30A;BUISNESS
ACC;30B;ULTRAKAIF
ACC;30C;PREMIUM
ACC;30D;BUISNESS
ACC;31A;BUISNESS
ACC;31B;BUISNESS
ACC;31C;BASE
ACC;31D;PREMIUM
ACC;32A;ECONOMY
ACC;32B;ADVANCE
ACC;32C;BUISNESS
ACC;32D;PREMIUM
ACC;33A;ULTRAKAIF
ACC;33B;PREMIUM
ACC;33C;ADVANCE
ACC;33D;BUISNESS
ACC;34A;ADVANCE
ACC;34B;BUISNESS
ACC;34C;ADVANCE
ACC;34D;BUISNESS
ACC;35A;ULTRAKAIF
ACC;35B;ULTRAKAIF
ACC;35C;ECONOMY
ACC;35D;ECONOMY
ACC;36A;ECONOMY
ACC;36B;ADVANCE
ACC;36C;PREMIUM
ACC;36D;ECONOMY
ACC;37A;ADVANCE
ACC;37B;ADVANCE
ACC;37C;ULTRAKAIF
ACC;37D;PREMIUM
ACC;38A;ECONOMY
ACC;38B;ADVANCE
ACC;38C;PREMIUM
ACC;38D;ADVANCE
ACC;39A;BASE
ACC;39B;BUISNESS
ACC;39C;ECONOMY
ACC;39D;BASE
ACC;40A;PREMIUM
ACC;40B;ADVANCE
ACC;40C;BASE
ACC;40D;ULTRAKAIF
WRO;1A;BASE
WRO;1B;BASE
WRO;1C;ULTRAKAIF
WRO;1D;ADVANCE
WRO;2A;BUISNESS
WRO;2B;ADVANCE
WRO;2C;ECONOMY
WRO;2D;ECONOMY
WRO;3A;BASE
WRO;3B;ECONOMY
WRO;3C;ECONOMY
WRO;3D;BUISNESS
WRO;4A;PREMIUM
WRO;4B;PREMIUM
WRO;4C;ULTRAKAIF
WRO;4D;BUISNESS
WRO;5A;ADVANCE
WRO;5B;ADVANCE
WRO;5C;ULTRAKAIF
WRO;5D;ADVANCE
WRO;6A;BASE
WRO;6B;ADVANCE
WRO;6C;BASE
WRO;6D;BASE
WRO;7A;ECONOMY
WRO;7B;BASE
WRO;7C;ULTRAKAIF
WRO;7D;ECONOMY
WRO;8A;BUISNESS
WRO;8B;ECONOMY
WRO;8C;ECONOMY
WRO;8D;BASE
WRO;9A;ECONOMY
WRO;9B;BUISNESS
WRO;9C;ADVANCE
WRO;9D;BUISNESS
WRO;10A;ULTRAKAIF
WRO;10B;ECONOMY
WRO;10C;BASE
WRO;10D;ECONOMY
WRO;11A;BUISNESS
WRO;11B;ECONOMY
WRO;11C;BASE
WRO;11D;ADVANCE
WRO;12A;PREMIUM
WRO;12B;ULTRAKAIF
WRO;12C;PREMIUM
WRO;12D;ADVANCE
WRO;13A;BUISNESS
WRO;13B;ULTRAKAIF
WRO;13C;PREMIUM
WRO;13D;BASE
WRO;14A;BASE
WRO;14B;ULTRAKAIF
WRO;14C;ECONOMY
WRO;14D;ADVANCE
WRO;15A;BASE
WRO;15B;ECONOMY
WRO;15C;BASE
WRO;15D;BASE
WRO;16A;BUISNESS
WRO;16B;ECONOMY
WRO;16C;ECONOMY
WRO;16D;BUISNESS
WRO;17A;BUISNESS
WRO;17B;ECONOMY
WRO;17C;BASE
WRO;17D;BASE
WRO;18A;ULTRAKAIF
WRO;18B;PREMIUM
WRO;18C;ULTRAKAIF
WRO;18D;PREMIUM
WRO;19A;PREMIUM
WRO;19B;ECONOMY
WRO;19C;PREMIUM
WRO;19D;ECONOMY
WRO;20A;ECONOMY
WRO;20B;ECONOMY
WRO;20C;ADVANCE
WRO;20D;PREMIUM
WRO;21A;BUISNESS
WRO;21B;BUISNESS
WRO;21C;PREMIUM
WRO;21D;ECONOMY
WRO;22A;BASE
WRO;22B;ECONOMY
WRO;22C;PREMIUM
WRO;22D;PREMIUM
WRO;23A;BUISNESS
WRO;23B;PREMIUM
WRO;23C;BASE
WRO;23D;PREMIUM
WRO;24A;ULTRAKAIF
WRO;24B;BUISNESS
WRO;24C;ECONOMY
WRO;24D;PREMIUM
WRO;25A;ULTRAKAIF
WRO;25B;PREMIUM
WRO;25C;ECONOMY
WRO;25D;BUISNESS
WRO;26A;ECONOMY
WRO;26B;PREMIUM
WRO;26C;ULTRAKAIF
WRO;26D;ECONOMY
WRO;27A;ULTRAKAIF
WRO;27B;ECONOMY
WRO;27C;BUISNESS
WRO;27D;BUISNESS
WRO;28A;ULTRAKAIF
WRO;28B;BUISNESS
WRO;28C;ECONOMY
WRO;28D;BASE
WRO;29A;BUISNESS
WRO;29B;ADVANCE
WRO;29C;ADVANCE
WRO;29D;PREMIUM
WRO;30A;ECONOMY
WRO;30B;ADVANCE
WRO;30C;ULTRAKAIF
WRO;30D;ADVANCE
WRO;31A;BUISNESS
WRO;31B;BUISNESS
WRO;31C;ECONOMY
WRO;31D;ECONOMY
WRO;32A;ADVANCE
WRO;32B;ADVANCE
WRO;32C;BUISNESS
WRO;32D;ULTRAKAIF
WRO;33A;BASE
WRO;33B;ECONOMY
WRO;33C;ULTRAKAIF
WRO;33D;ADVANCE
WRO;34A;BASE
WRO;34B;BASE
WRO;34C;PREMIUM
WRO;34D;ECONOMY
WRO;35A;ECONOMY
WRO;35B;BASE
WRO;35C;BASE
WRO;35D;BASE
WRO;36A;ADVANCE
WRO;36B;ULTRAKAIF
WRO;36C;ECONOMY
WRO;36D;BUISNESS
WRO;37A;ULTRAKAIF
WRO;37B;ULTRAKAIF
WRO;37C;ECONOMY
WRO;37D;BUISNESS
WRO;38A;BUISNESS
WRO;38B;ADVANCE
WRO;38C;PREMIUM
WRO;38D;PREMIUM
WRO;39A;BUISNESS
WRO;39B;ADVANCE
WRO;39C;ECONOMY
WRO;39D;PREMIUM
WRO;40A;ECONOMY
WRO;40B;PREMIUM
WRO;40C;BUISNESS
WRO;40D;ULTRAKAIF
IUN;1A;PREMIUM
IUN;1B;PREMIUM
IUN;1C;ECONOMY
IUN;1D;PREMIUM
IUN;2A;BUISNESS
IUN;2B;BASE
IUN;2C;ADVANCE
IUN;2D;BUISNESS
IUN;3A;ECONOMY
IUN;3B;BASE
IUN;3C;ECONOMY
IUN;3D;BUISNESS
IUN;4A;BASE
IUN;4B;BASE
IUN;4C;BASE
IUN;4D;PREMIUM
IUN;5A;PREMIUM
IUN;5B;PREMIUM
IUN;5C;PREMIUM
IUN;5D;BUISNESS
IUN;6A;ADVANCE
IUN;6B;PREMIUM
IUN;6C;ECONOMY
IUN;6D;ECONOMY
IUN;7A;ULTRAKAIF
IUN;7B;BUISNESS
IUN;7C;ADVANCE
IUN;7D;ULTRAKAIF
IUN;8A;ADVANCE
IUN;8B;BUISNESS
IUN;8C;ECONOMY
IUN;8D;ADVANCE
IUN;9A;BUISNESS
IUN;9B;ULTRAKAIF
IUN;9C;ULTRAKAIF
IUN;9D;ULTRAKAIF
IUN;10A;BASE
IUN;10B;PREMIUM
IUN;10C;BASE
IUN;10D;BASE
IUN;11A;PREMIUM
IUN;11B;BUISNESS
IUN;11C;BASE
IUN;11D;BUISNESS
IUN;12A;ULTRAKAIF
IUN;12B;ULTRAKAIF
IUN;12C;ECONOMY
IUN;12D;BASE
IUN;13A;BUISNESS
IUN;13B;ADVANCE
IUN;13C;BASE
IUN;13D;BUISNESS
IUN;14A;PREMIUM
IUN;14B;ULTRAKAIF
IUN;14C;BUISNESS
IUN;14D;BUISNESS
IUN;15A;ADVANCE
IUN;15B;ADVANCE
IUN;15C;PREMIUM
IUN;15D;ULTRAKAIF
IUN;16A;ECONOMY
IUN;16B;BUISNESS
IUN;16C;BASE
IUN;16D;ADVANCE
IUN;17A;BUISNESS
IUN;17B;ULTRAKAIF
IUN;17C;BUISNESS
IUN;17D;ULTRAKAIF
IUN;18A;ECONOMY
IUN;18B;ECONOMY
IUN;18C;BUISNESS
IUN;18D;ECONOMY
IUN;19A;ULTRAKAIF
IUN;19B;BASE
IUN;19C;ECONOMY
IUN;19D;ECONOMY
IUN;20A;PREMIUM
IUN;20B;PREMIUM
IUN;20C;BUISNESS
IUN;20D;BASE
IUN;21A;BASE
IUN;21B;BASE
IUN;21C;ECONOMY
IUN;21D;BUISNESS
IUN;22A;ULTRAKAIF
IUN;22B;BUISNESS
IUN;22C;BUISNESS
IUN;22D;BUISNESS
IUN;23A;BASE
IUN;23B;BUISNESS
IUN;23C;BASE
IUN;23D;BASE
IUN;24A;BASE
IUN;24B;ADVANCE
IUN;24C;BUISNESS
IUN;24D;ECONOMY
IUN;25A;ECONOMY
IUN;25B;PREMIUM
IUN;25C;BASE
IUN;25D;ULTRAKAIF
IUN;26A;ECONOMY
IUN;26B;ECONOMY
IUN;26C;ADVANCE
IUN;26D;BASE
IUN;27A;ADVANCE
IUN;27B;ADVANCE
IUN;27C;BASE
IUN;27D;PREMIUM
IUN;28A;ULTRAKAIF
IUN;28B;PREMIUM
IUN;28C;PREMIUM
IUN;28D;ADVANCE
IUN;29A;PREMIUM
IUN;29B;ECONOMY
IUN;29C;ECONOMY
IUN;29D;BUISNESS
IUN;30A;BASE
IUN;30B;ULTRAKAIF
IUN;30C;ECONOMY
IUN;30D;ADVANCE
IUN;31A;PREMIUM
IUN;31B;BASE
IUN;31C;BUISNESS
IUN;31D;PREMIUM
IUN;32A;ECONOMY
IUN;32B;ULTRAKAIF
IUN;32C;ECONOMY
IUN;32D;ADVANCE
IUN;33A;BASE
IUN;33B;ULTRAKAIF
IUN;33C;ECONOMY
IUN;33D;ADVANCE
IUN;34A;BASE
IUN;34B;ADVANCE
IUN;34C;ULTRAKAIF
IUN;34D;ULTRAKAIF
IUN;35A;ECONOMY
IUN;35B;BASE
IUN;35C;ECONOMY
IUN;35D;ADVANCE
IUN;36A;BASE
IUN;36B;ADVANCE
IUN;36C;BASE
IUN;36D;BASE
IUN;37A;ECONOMY
IUN;37B;ADVANCE
IUN;37C;BASE
IUN;37D;BUISNESS
IUN;38A;BUISNESS
IUN;38B;ULTRAKAIF
IUN;38C;ECONOMY
IUN;38D;PREMIUM
IUN;39A;ADVANCE
IUN;39B;ULTRAKAIF
IUN;39C;ECONOMY
IUN;39D;ECONOMY
IUN;40A;PREMIUM
IUN;40B;BUISNESS
IUN;40C;BASE
IUN;40D;ADVANCE
GHY;1A;ULTRAKAIF
GHY;1B;ULTRAKAIF
GHY;1C;PREMIUM
GHY;1D;PREMIUM
GHY;2A;PREMIUM
GHY;2B;BUISNESS
GHY;2C;BUISNESS
GHY;2D;ECONOMY
GHY;3A;ULTRAKAIF
GHY;3B;ECONOMY
GHY;3C;BUISNESS
GHY;3D;BASE
GHY;4A;ADVANCE
GHY;4B;ULTRAKAIF
GHY;4C;BASE
GHY;4D;ADVANCE
GHY;5A;ULTRAKAIF
GHY;5B;ECONOMY
GHY;5C;ADVANCE
GHY;5D;BUISNESS
GHY;6A;PREMIUM
GHY;6B;ADVANCE
GHY;6C;ECONOMY
GHY;6D;ECONOMY
GHY;7A;ECONOMY
GHY;7B;PREMIUM
GHY;7C;PREMIUM
GHY;7D;PREMIUM
GHY;8A;BUISNESS
GHY;8B;ULTRAKAIF
GHY;8C;BUISNESS
GHY;8D;ECONOMY
GHY;9A;PREMIUM
GHY;9B;PREMIUM
GHY;9C;BASE
GHY;9D;BUISNESS
GHY;10A;BASE
GHY;10B;ULTRAKAIF
GHY;10C;ULTRAKAIF
GHY;10D;ECONOMY
GHY;11A;ULTRAKAIF
GHY;11B;ULTRAKAIF
GHY;11C;ADVANCE
GHY;11D;ECONOMY
GHY;12A;BASE
GHY;12B;ULTRAKAIF
GHY;12C;ULTRAKAIF
GHY;12D;BUISNESS
GHY;13A;ECONOMY
GHY;13B;ULTRAKAIF
GHY;13C;PREMIUM
GHY;13D;BASE
GHY;14A;BUISNESS
GHY;14B;ADVANCE
GHY;14C;PREMIUM
GHY;14D;BUISNESS
GHY;15A;BASE
GHY;15B;BASE
GHY;15C;BUISNESS
GHY;15D;ECONOMY
GHY;16A;BUISNESS
GHY;16B;ADVANCE
GHY;16C;BASE
GHY;16D;BASE
GHY;17A;ECONOMY
GHY;17B;ADVANCE
GHY;17C;ECONOMY
GHY;17D;PREMIUM
GHY;18A;BASE
GHY;18B;BUISNESS
GHY;18C;BUISNESS
GHY;18D;BASE
GHY;19A;ECONOMY
GHY;19B;PREMIUM
GHY;19C;PREMIUM
GHY;19D;PREMIUM
GHY;20A;ECONOMY
GHY;20B;ADVANCE
GHY;20C;ULTRAKAIF
GHY;20D;ULTRAKAIF
GHY;21A;BUISNESS
GHY;21B;BUISNESS
GHY;21C;BASE
GHY;21D;BASE
GHY;22A;BASE
GHY;22B;BUISNESS
GHY;22C;BUISNESS
GHY;22D;BUISNESS
GHY;23A;BUISNESS
GHY;23B;ULTRAKAIF
GHY;23C;ECONOMY
GHY;23D;ULTRAKAIF
GHY;24A;BUISNESS
GHY;24B;ECONOMY
GHY;24C;PREMIUM
GHY;24D;BUISNESS
GHY;25A;BUISNESS
GHY;25B;BUISNESS
GHY;25C;ULTRAKAIF
GHY;25D;BASE
GHY;26A;BASE
GHY;26B;BUISNESS
GHY;26C;PREMIUM
GHY;26D;PREMIUM
GHY;27A;ULTRAKAIF
GHY;27B;ADVANCE
GHY;27C;ULTRAKAIF
GHY;27D;ADVANCE
GHY;28A;ULTRAKAIF
GHY;28B;PREMIUM
GHY;28C;ULTRAKAIF
GHY;28D;BASE
GHY;29A;PREMIUM
GHY;29B;BUISNESS
GHY;29C;ULTRAKAIF
GHY;29D;ULTRAKAIF
GHY;30A;BUISNESS
GHY;30B;BUISNESS
GHY;30C;ULTRAKAIF
GHY;30D;PREMIUM
GHY;31A;PREMIUM
GHY;31B;ULTRAKAIF
GHY;31C;BASE
GHY;31D;BUISNESS
GHY;32A;BASE
GHY;32B;BUISNESS
GHY;32C;PREMIUM
GHY;32D;ECONOMY
GHY;33A;ECONOMY
GHY;33B;PREMIUM
GHY;33C;BUISNESS
GHY;33D;ULTRAKAIF
GHY;34A;PREMIUM
GHY;34B;BASE
GHY;34C;BUISNESS
GHY;34D;PREMIUM
GHY;35A;ULTRAKAIF
